meteostat_id,month,name,alt,wmo_id,national_id,icao_id,tavg,tmin,tmax,prcp,snow,n_obs,lon,lat
34214,1,Belgorod,122,34214,NA,UUOB,-5.81731843575419,-7.310679611650485,-2.3703883495145632,1.5819444444444444,NA,451,36.583299999999994,50.6333
34214,2,Belgorod,122,34214,NA,UUOB,-4.765970149253731,-6.235384615384615,-1.0758974358974358,1.4196969696969697,NA,420,36.583299999999994,50.6333
34214,3,Belgorod,122,34214,NA,UUOB,0.5659630606860159,-1.841255605381166,5.539732142857143,0.9801843317972351,NA,472,36.583299999999994,50.6333
34214,4,Belgorod,122,34214,NA,UUOB,10.144498777506113,5.097816593886463,14.792139737991267,1.9076190476190475,NA,499,36.583299999999994,50.6333
34214,5,Belgorod,122,34214,NA,UUOB,15.439841688654354,9.386160714285714,19.295535714285716,1.5661691542288556,NA,472,36.583299999999994,50.6333
34214,6,Belgorod,122,34214,NA,UUOB,20.476880222841224,14.844976076555024,25.341626794258374,2.3627777777777776,NA,449,36.583299999999994,50.6333
34214,7,Belgorod,122,34214,NA,UUOB,22.280116959064326,16.175401069518717,26.55668449197861,1.9187096774193548,NA,404,36.583299999999994,50.6333
34214,8,Belgorod,122,34214,NA,UUOB,21.550417827298052,15.809803921568628,27.176470588235293,1.0496774193548386,NA,421,36.583299999999994,50.6333
34214,9,Belgorod,122,34214,NA,UUOB,15.253651685393258,10.217475728155339,20.410679611650487,1.9133333333333333,NA,416,36.583299999999994,50.6333
34214,10,Belgorod,122,34214,NA,UUOB,8.792757660167132,5.348039215686274,13.294117647058824,1.9445161290322581,NA,421,36.583299999999994,50.6333
34214,11,Belgorod,122,34214,NA,UUOB,2.4475757575757577,-0.44222222222222224,4.322777777777778,2.3013333333333335,NA,390,36.583299999999994,50.6333
34214,12,Belgorod,122,34214,NA,UUOB,-2.6568452380952383,-3.9510989010989013,-0.023076923076923075,1.9212903225806452,NA,398,36.583299999999994,50.6333
34300,1,Kharkiv,154,34300,NA,UKHH,-4.445161290322581,-6.925729166666667,-2.075052192066806,1.566412213740458,114.11161387631977,961,36.1333,49.9667
34300,2,Kharkiv,154,34300,NA,UKHH,-3.4610285714285713,-6.272768878718535,-0.47901376146788993,1.547108843537415,114.2967542503864,875,36.1333,49.9667
34300,3,Kharkiv,154,34300,NA,UKHH,1.5770833333333334,-1.8346193952033367,5.459665621734588,1.531669535283993,119.19073569482289,960,36.1333,49.9667
34300,4,Kharkiv,154,34300,NA,UKHH,9.964301075268818,5.133261571582347,15.05258064516129,1.649433962264151,137.20689655172413,930,36.1333,49.9667
34300,5,Kharkiv,154,34300,NA,UKHH,15.948898216159495,10.601888772298006,21.375970619097586,2.22,NA,953,36.1333,49.9667
34300,6,Kharkiv,154,34300,NA,UKHH,20.038222222222224,14.858620689655172,25.351,2.525050505050505,NA,900,36.1333,49.9667
34300,7,Kharkiv,154,34300,NA,UKHH,22.176236559139785,16.82943722943723,27.566990291262137,3.2473347547974414,NA,930,36.1333,49.9667
34300,8,Kharkiv,154,34300,NA,UKHH,21.361505376344088,15.761822125813449,27.162702702702703,1.9459694989106753,NA,930,36.1333,49.9667
34300,9,Kharkiv,154,34300,NA,UKHH,15.123555555555555,10.294388327721661,20.674944071588367,2.2305194805194803,NA,900,36.1333,49.9667
